[MESH] Max bdr attr: 1
  attr 1 : 380 bdr elements
[BC] ess_tdof_list size = 402
LAYER=16 / layers=129  idx=49561 / solSize=50311
LAYER=49 / layers=129  idx=43091 / solSize=50311
LAYER=43 / layers=129  idx=44813 / solSize=50311
LAYER=41 / layers=129  idx=45162 / solSize=50311
LAYER=17 / layers=129  idx=49459 / solSize=50311
LAYER=119 / layers=129  idx=7749 / solSize=50311
LAYER=110 / layers=129  idx=14321 / solSize=50311
LAYER=79 / layers=129  idx=31783 / solSize=50311
LAYER=84 / layers=129  idx=28899 / solSize=50311
LAYER=76 / layers=129  idx=32977 / solSize=50311
LAYER=33 / layers=129  idx=46972 / solSize=50311
LAYER=104 / layers=129  idx=17740 / solSize=50311
LAYER=123 / layers=129  idx=4876 / solSize=50311
LAYER=127 / layers=129  idx=1702 / solSize=50311
LAYER=41 / layers=129  idx=45176 / solSize=50311
LAYER=78 / layers=129  idx=32245 / solSize=50311
LAYER=64 / layers=129  idx=38179 / solSize=50311
LAYER=82 / layers=129  idx=30229 / solSize=50311
LAYER=87 / layers=129  idx=27457 / solSize=50311
LAYER=129 / layers=129  idx=275 / solSize=50311
LAYER=96 / layers=129  idx=22434 / solSize=50311
LAYER=94 / layers=129  idx=23615 / solSize=50311
LAYER=48 / layers=129  idx=43476 / solSize=50311
LAYER=98 / layers=129  idx=21673 / solSize=50311
LAYER=85 / layers=129  idx=28546 / solSize=50311
LAYER=123 / layers=129  idx=4907 / solSize=50311
LAYER=80 / layers=129  idx=31078 / solSize=50311
LAYER=126 / layers=129  idx=2335 / solSize=50311
LAYER=76 / layers=129  idx=33017 / solSize=50311
LAYER=49 / layers=129  idx=43056 / solSize=50311
LAYER=119 / layers=129  idx=7472 / solSize=50311
LAYER=88 / layers=129  idx=27133 / solSize=50311
LAYER=105 / layers=129  idx=17423 / solSize=50311
LAYER=99 / layers=129  idx=20884 / solSize=50311
LAYER=89 / layers=129  idx=26783 / solSize=50311
LAYER=96 / layers=129  idx=22591 / solSize=50311
LAYER=57 / layers=129  idx=40526 / solSize=50311
LAYER=37 / layers=129  idx=46116 / solSize=50311
LAYER=9 / layers=129  idx=50070 / solSize=50311
LAYER=41 / layers=129  idx=45229 / solSize=50311
LAYER=93 / layers=129  idx=24085 / solSize=50311
LAYER=56 / layers=129  idx=40972 / solSize=50311
LAYER=93 / layers=129  idx=24212 / solSize=50311
LAYER=127 / layers=129  idx=2166 / solSize=50311
LAYER=92 / layers=129  idx=24900 / solSize=50311
LAYER=87 / layers=129  idx=27827 / solSize=50311
LAYER=119 / layers=129  idx=7709 / solSize=50311
LAYER=79 / layers=129  idx=31771 / solSize=50311
LAYER=88 / layers=129  idx=27308 / solSize=50311
LAYER=102 / layers=129  idx=18890 / solSize=50311
LAYER=83 / layers=129  idx=29602 / solSize=50311
LAYER=110 / layers=129  idx=14213 / solSize=50311
LAYER=48 / layers=129  idx=43408 / solSize=50311
LAYER=76 / layers=129  idx=32778 / solSize=50311
LAYER=71 / layers=129  idx=35277 / solSize=50311
LAYER=62 / layers=129  idx=38897 / solSize=50311
LAYER=122 / layers=129  idx=5560 / solSize=50311
LAYER=55 / layers=129  idx=41358 / solSize=50311
LAYER=99 / layers=129  idx=21070 / solSize=50311
LAYER=125 / layers=129  idx=3705 / solSize=50311
LAYER=111 / layers=129  idx=13562 / solSize=50311
LAYER=55 / layers=129  idx=41271 / solSize=50311
LAYER=70 / layers=129  idx=35778 / solSize=50311
LAYER=114 / layers=129  idx=11123 / solSize=50311
LAYER=101 / layers=129  idx=19596 / solSize=50311
LAYER=30 / layers=129  idx=47537 / solSize=50311
LAYER=52 / layers=129  idx=42285 / solSize=50311
LAYER=114 / layers=129  idx=11062 / solSize=50311
LAYER=95 / layers=129  idx=22967 / solSize=50311
LAYER=84 / layers=129  idx=28967 / solSize=50311
LAYER=68 / layers=129  idx=36337 / solSize=50311
LAYER=97 / layers=129  idx=22124 / solSize=50311
LAYER=80 / layers=129  idx=31226 / solSize=50311
LAYER=116 / layers=129  idx=10162 / solSize=50311
LAYER=100 / layers=129  idx=20500 / solSize=50311
LAYER=40 / layers=129  idx=45607 / solSize=50311
LAYER=81 / layers=129  idx=30392 / solSize=50311
LAYER=118 / layers=129  idx=8312 / solSize=50311
LAYER=88 / layers=129  idx=27047 / solSize=50311
LAYER=82 / layers=129  idx=30264 / solSize=50311
LAYER=100 / layers=129  idx=20442 / solSize=50311
LAYER=129 / layers=129  idx=0 / solSize=50311
LAYER=129 / layers=129  idx=97 / solSize=50311
LAYER=129 / layers=129  idx=194 / solSize=50311
LAYER=129 / layers=129  idx=290 / solSize=50311
LAYER=129 / layers=129  idx=387 / solSize=50311
LAYER=129 / layers=129  idx=484 / solSize=50311
LAYER=129 / layers=129  idx=580 / solSize=50311
LAYER=129 / layers=129  idx=677 / solSize=50311
Update boundaries
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(0) V=0 #verts=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(1) V=0.673369 #verts=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(2) V=-1.43493 #verts=51
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(3) V=0.928115 #verts=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(4) V=-1.1342 #verts=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(5) V=1.02559 #verts=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(6) V=-0.0146295 #verts=51
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(7) V=-0.184317 #verts=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
[RUN] begin: sol size=50311
[RUN] solutionVector finite at entry? yes
[RUN] recovered solution, finite? yes
LAYER=129 / layers=129  idx=699 / solSize=50311
LAYER=95 / layers=129  idx=23099 / solSize=50311
LAYER=117 / layers=129  idx=9042 / solSize=50311
LAYER=117 / layers=129  idx=8983 / solSize=50311
LAYER=110 / layers=129  idx=14339 / solSize=50311
LAYER=92 / layers=129  idx=24811 / solSize=50311
LAYER=128 / layers=129  idx=1330 / solSize=50311
LAYER=101 / layers=129  idx=19724 / solSize=50311
LAYER=87 / layers=129  idx=27587 / solSize=50311
LAYER=97 / layers=129  idx=22305 / solSize=50311
LAYER=114 / layers=129  idx=11482 / solSize=50311
LAYER=76 / layers=129  idx=32858 / solSize=50311
LAYER=53 / layers=129  idx=41982 / solSize=50311
LAYER=34 / layers=129  idx=46772 / solSize=50311
LAYER=90 / layers=129  idx=25923 / solSize=50311
LAYER=44 / layers=129  idx=44585 / solSize=50311
LAYER=71 / layers=129  idx=35169 / solSize=50311
LAYER=113 / layers=129  idx=12008 / solSize=50311
LAYER=107 / layers=129  idx=16019 / solSize=50311
LAYER=121 / layers=129  idx=6457 / solSize=50311
LAYER=7 / layers=129  idx=50150 / solSize=50311
LAYER=88 / layers=129  idx=26816 / solSize=50311
LAYER=124 / layers=129  idx=4428 / solSize=50311
LAYER=111 / layers=129  idx=13105 / solSize=50311
LAYER=20 / layers=129  idx=49159 / solSize=50311
LAYER=80 / layers=129  idx=30871 / solSize=50311
LAYER=125 / layers=129  idx=3556 / solSize=50311
LAYER=86 / layers=129  idx=28253 / solSize=50311
LAYER=122 / layers=129  idx=5924 / solSize=50311
LAYER=120 / layers=129  idx=7091 / solSize=50311
LAYER=96 / layers=129  idx=22757 / solSize=50311
LAYER=48 / layers=129  idx=43474 / solSize=50311
LAYER=103 / layers=129  idx=18514 / solSize=50311
LAYER=113 / layers=129  idx=12272 / solSize=50311
LAYER=49 / layers=129  idx=43084 / solSize=50311
LAYER=86 / layers=129  idx=27927 / solSize=50311
LAYER=96 / layers=129  idx=22464 / solSize=50311
LAYER=88 / layers=129  idx=27312 / solSize=50311
LAYER=104 / layers=129  idx=17928 / solSize=50311
LAYER=23 / layers=129  idx=48689 / solSize=50311
LAYER=72 / layers=129  idx=34894 / solSize=50311
LAYER=124 / layers=129  idx=3811 / solSize=50311
LAYER=79 / layers=129  idx=31683 / solSize=50311
LAYER=31 / layers=129  idx=47479 / solSize=50311
LAYER=94 / layers=129  idx=23944 / solSize=50311
LAYER=115 / layers=129  idx=10378 / solSize=50311
LAYER=52 / layers=129  idx=42189 / solSize=50311
LAYER=120 / layers=129  idx=6985 / solSize=50311
LAYER=117 / layers=129  idx=9228 / solSize=50311
LAYER=42 / layers=129  idx=44896 / solSize=50311
LAYER=105 / layers=129  idx=17110 / solSize=50311
LAYER=101 / layers=129  idx=19905 / solSize=50311
LAYER=79 / layers=129  idx=31767 / solSize=50311
LAYER=83 / layers=129  idx=29884 / solSize=50311
LAYER=85 / layers=129  idx=28430 / solSize=50311
LAYER=71 / layers=129  idx=35080 / solSize=50311
LAYER=55 / layers=129  idx=41164 / solSize=50311
LAYER=123 / layers=129  idx=5000 / solSize=50311
LAYER=45 / layers=129  idx=44216 / solSize=50311
LAYER=2 / layers=129  idx=50293 / solSize=50311
LAYER=106 / layers=129  idx=16706 / solSize=50311
LAYER=55 / layers=129  idx=41303 / solSize=50311
LAYER=69 / layers=129  idx=36161 / solSize=50311
LAYER=24 / layers=129  idx=48521 / solSize=50311
LAYER=71 / layers=129  idx=35186 / solSize=50311
LAYER=113 / layers=129  idx=12145 / solSize=50311
LAYER=103 / layers=129  idx=18792 / solSize=50311
LAYER=71 / layers=129  idx=35349 / solSize=50311
LAYER=121 / layers=129  idx=6113 / solSize=50311
LAYER=116 / layers=129  idx=9803 / solSize=50311
LAYER=34 / layers=129  idx=46814 / solSize=50311
LAYER=68 / layers=129  idx=36472 / solSize=50311
LAYER=126 / layers=129  idx=2343 / solSize=50311
LAYER=44 / layers=129  idx=44543 / solSize=50311
LAYER=47 / layers=129  idx=43630 / solSize=50311
LAYER=42 / layers=129  idx=45006 / solSize=50311
LAYER=80 / layers=129  idx=30887 / solSize=50311
LAYER=99 / layers=129  idx=20739 / solSize=50311
LAYER=53 / layers=129  idx=41883 / solSize=50311
LAYER=117 / layers=129  idx=9123 / solSize=50311
LAYER=63 / layers=129  idx=38311 / solSize=50311
LAYER=67 / layers=129  idx=37039 / solSize=50311
LAYER=53 / layers=129  idx=41746 / solSize=50311
LAYER=36 / layers=129  idx=46491 / solSize=50311
LAYER=110 / layers=129  idx=13927 / solSize=50311
LAYER=90 / layers=129  idx=25906 / solSize=50311
LAYER=49 / layers=129  idx=43228 / solSize=50311
LAYER=55 / layers=129  idx=41129 / solSize=50311
LAYER=97 / layers=129  idx=21972 / solSize=50311
LAYER=93 / layers=129  idx=24615 / solSize=50311
LAYER=3 / layers=129  idx=50289 / solSize=50311
LAYER=77 / layers=129  idx=32434 / solSize=50311
LAYER=15 / layers=129  idx=49645 / solSize=50311
LAYER=121 / layers=129  idx=6116 / solSize=50311
LAYER=71 / layers=129  idx=35294 / solSize=50311
LAYER=59 / layers=129  idx=39900 / solSize=50311
LAYER=44 / layers=129  idx=44498 / solSize=50311
LAYER=121 / layers=129  idx=6168 / solSize=50311
LAYER=95 / layers=129  idx=22957 / solSize=50311
LAYER=69 / layers=129  idx=35980 / solSize=50311
LAYER=60 / layers=129  idx=39616 / solSize=50311
LAYER=122 / layers=129  idx=5602 / solSize=50311
LAYER=123 / layers=129  idx=4585 / solSize=50311
LAYER=74 / layers=129  idx=33930 / solSize=50311
LAYER=121 / layers=129  idx=6465 / solSize=50311
LAYER=125 / layers=129  idx=3192 / solSize=50311
LAYER=103 / layers=129  idx=18659 / solSize=50311
LAYER=77 / layers=129  idx=32633 / solSize=50311
LAYER=89 / layers=129  idx=26329 / solSize=50311
LAYER=89 / layers=129  idx=26478 / solSize=50311
LAYER=47 / layers=129  idx=43582 / solSize=50311
LAYER=88 / layers=129  idx=26931 / solSize=50311
LAYER=97 / layers=129  idx=21800 / solSize=50311
LAYER=12 / layers=129  idx=49860 / solSize=50311
LAYER=57 / layers=129  idx=40559 / solSize=50311
LAYER=87 / layers=129  idx=27374 / solSize=50311
LAYER=122 / layers=129  idx=5646 / solSize=50311
LAYER=77 / layers=129  idx=32419 / solSize=50311
LAYER=118 / layers=129  idx=8418 / solSize=50311
LAYER=124 / layers=129  idx=4196 / solSize=50311
LAYER=81 / layers=129  idx=30601 / solSize=50311
LAYER=111 / layers=129  idx=13219 / solSize=50311
LAYER=120 / layers=129  idx=7147 / solSize=50311
LAYER=96 / layers=129  idx=22438 / solSize=50311
LAYER=111 / layers=129  idx=13097 / solSize=50311
LAYER=61 / layers=129  idx=39201 / solSize=50311
LAYER=45 / layers=129  idx=44289 / solSize=50311
LAYER=103 / layers=129  idx=18405 / solSize=50311
LAYER=69 / layers=129  idx=36003 / solSize=50311
LAYER=100 / layers=129  idx=20397 / solSize=50311
LAYER=97 / layers=129  idx=21955 / solSize=50311
LAYER=36 / layers=129  idx=46399 / solSize=50311
LAYER=64 / layers=129  idx=37871 / solSize=50311
LAYER=40 / layers=129  idx=45535 / solSize=50311
LAYER=75 / layers=129  idx=33563 / solSize=50311
LAYER=121 / layers=129  idx=6075 / solSize=50311
LAYER=83 / layers=129  idx=29808 / solSize=50311
LAYER=123 / layers=129  idx=4965 / solSize=50311
LAYER=54 / layers=129  idx=41622 / solSize=50311
LAYER=65 / layers=129  idx=37800 / solSize=50311
LAYER=32 / layers=129  idx=47223 / solSize=50311
LAYER=71 / layers=129  idx=35255 / solSize=50311
LAYER=77 / layers=129  idx=32572 / solSize=50311
LAYER=127 / layers=129  idx=1852 / solSize=50311
LAYER=67 / layers=129  idx=36793 / solSize=50311
LAYER=61 / layers=129  idx=39269 / solSize=50311
LAYER=32 / layers=129  idx=47272 / solSize=50311
LAYER=63 / layers=129  idx=38427 / solSize=50311
LAYER=128 / layers=129  idx=1484 / solSize=50311
LAYER=121 / layers=129  idx=6064 / solSize=50311
LAYER=35 / layers=129  idx=46556 / solSize=50311
LAYER=27 / layers=129  idx=48070 / solSize=50311
LAYER=104 / layers=129  idx=18029 / solSize=50311
LAYER=67 / layers=129  idx=37043 / solSize=50311
LAYER=101 / layers=129  idx=19472 / solSize=50311
LAYER=28 / layers=129  idx=47933 / solSize=50311
LAYER=103 / layers=129  idx=18515 / solSize=50311
LAYER=13 / layers=129  idx=49805 / solSize=50311
LAYER=64 / layers=129  idx=37899 / solSize=50311
LAYER=29 / layers=129  idx=47848 / solSize=50311
LAYER=109 / layers=129  idx=14958 / solSize=50311
LAYER=73 / layers=129  idx=34165 / solSize=50311
LAYER=68 / layers=129  idx=36476 / solSize=50311
LAYER=47 / layers=129  idx=43763 / solSize=50311
LAYER=129 / layers=129  idx=671 / solSize=50311
LAYER=67 / layers=129  idx=36760 / solSize=50311
LAYER=50 / layers=129  idx=42738 / solSize=50311
LAYER=115 / layers=129  idx=10661 / solSize=50311
LAYER=85 / layers=129  idx=28410 / solSize=50311
LAYER=64 / layers=129  idx=38113 / solSize=50311
LAYER=64 / layers=129  idx=37839 / solSize=50311
LAYER=100 / layers=129  idx=20377 / solSize=50311
LAYER=59 / layers=129  idx=39895 / solSize=50311
LAYER=101 / layers=129  idx=19692 / solSize=50311
LAYER=54 / layers=129  idx=41474 / solSize=50311
LAYER=54 / layers=129  idx=41477 / solSize=50311
LAYER=22 / layers=129  idx=48830 / solSize=50311
LAYER=84 / layers=129  idx=29370 / solSize=50311
LAYER=82 / layers=129  idx=30235 / solSize=50311
LAYER=85 / layers=129  idx=28530 / solSize=50311
LAYER=89 / layers=129  idx=26526 / solSize=50311
LAYER=38 / layers=129  idx=46010 / solSize=50311
LAYER=92 / layers=129  idx=25126 / solSize=50311
LAYER=93 / layers=129  idx=24371 / solSize=50311
LAYER=82 / layers=129  idx=30127 / solSize=50311
LAYER=82 / layers=129  idx=30240 / solSize=50311
LAYER=74 / layers=129  idx=33916 / solSize=50311
LAYER=102 / layers=129  idx=19146 / solSize=50311
LAYER=122 / layers=129  idx=6013 / solSize=50311
LAYER=103 / layers=129  idx=18404 / solSize=50311
LAYER=121 / layers=129  idx=6704 / solSize=50311
LAYER=75 / layers=129  idx=33314 / solSize=50311
LAYER=78 / layers=129  idx=32145 / solSize=50311
LAYER=105 / layers=129  idx=16957 / solSize=50311
LAYER=107 / layers=129  idx=16196 / solSize=50311
LAYER=28 / layers=129  idx=47966 / solSize=50311
LAYER=123 / layers=129  idx=4972 / solSize=50311
LAYER=116 / layers=129  idx=10095 / solSize=50311
LAYER=51 / layers=129  idx=42658 / solSize=50311
LAYER=121 / layers=129  idx=6086 / solSize=50311
LAYER=129 / layers=129  idx=0 / solSize=50311
LAYER=129 / layers=129  idx=97 / solSize=50311
LAYER=129 / layers=129  idx=194 / solSize=50311
LAYER=129 / layers=129  idx=290 / solSize=50311
LAYER=129 / layers=129  idx=387 / solSize=50311
LAYER=129 / layers=129  idx=484 / solSize=50311
LAYER=129 / layers=129  idx=580 / solSize=50311
LAYER=129 / layers=129  idx=677 / solSize=50311
[RUN] formed: X.size=50311 B.size=50311 A? yes
[RUN] B finite? yes
[RUN] X finite pre-PCG? yes
[MESH] Max bdr attr: 1
  attr 1 : 380 bdr elements
[BC] ess_tdof_list size = 402
LAYER=118 / layers=129  idx=8579 / solSize=50311
LAYER=66 / layers=129  idx=37086 / solSize=50311
LAYER=95 / layers=129  idx=23506 / solSize=50311
LAYER=93 / layers=129  idx=24231 / solSize=50311
LAYER=88 / layers=129  idx=26908 / solSize=50311
LAYER=69 / layers=129  idx=35955 / solSize=50311
LAYER=121 / layers=129  idx=6201 / solSize=50311
LAYER=93 / layers=129  idx=24092 / solSize=50311
LAYER=89 / layers=129  idx=26573 / solSize=50311
LAYER=39 / layers=129  idx=45704 / solSize=50311
LAYER=90 / layers=129  idx=25866 / solSize=50311
LAYER=117 / layers=129  idx=9365 / solSize=50311
LAYER=84 / layers=129  idx=29170 / solSize=50311
LAYER=43 / layers=129  idx=44648 / solSize=50311
LAYER=99 / layers=129  idx=20646 / solSize=50311
LAYER=118 / layers=129  idx=8611 / solSize=50311
LAYER=107 / layers=129  idx=15788 / solSize=50311
LAYER=36 / layers=129  idx=46454 / solSize=50311
LAYER=120 / layers=129  idx=7377 / solSize=50311
LAYER=112 / layers=129  idx=12490 / solSize=50311
LAYER=61 / layers=129  idx=39047 / solSize=50311
LAYER=117 / layers=129  idx=9041 / solSize=50311
LAYER=50 / layers=129  idx=42839 / solSize=50311
LAYER=93 / layers=129  idx=24252 / solSize=50311
LAYER=110 / layers=129  idx=13797 / solSize=50311
LAYER=26 / layers=129  idx=48342 / solSize=50311
LAYER=92 / layers=129  idx=24750 / solSize=50311
LAYER=122 / layers=129  idx=5455 / solSize=50311
LAYER=117 / layers=129  idx=8932 / solSize=50311
LAYER=34 / layers=129  idx=46850 / solSize=50311
LAYER=112 / layers=129  idx=12424 / solSize=50311
LAYER=129 / layers=129  idx=655 / solSize=50311
LAYER=76 / layers=129  idx=33056 / solSize=50311
LAYER=68 / layers=129  idx=36588 / solSize=50311
LAYER=121 / layers=129  idx=6226 / solSize=50311
LAYER=57 / layers=129  idx=40616 / solSize=50311
LAYER=59 / layers=129  idx=39749 / solSize=50311
LAYER=111 / layers=129  idx=13362 / solSize=50311
LAYER=75 / layers=129  idx=33305 / solSize=50311
LAYER=122 / layers=129  idx=5978 / solSize=50311
LAYER=119 / layers=129  idx=7485 / solSize=50311
LAYER=80 / layers=129  idx=31125 / solSize=50311
LAYER=117 / layers=129  idx=9325 / solSize=50311
LAYER=93 / layers=129  idx=24438 / solSize=50311
LAYER=129 / layers=129  idx=465 / solSize=50311
LAYER=17 / layers=129  idx=49455 / solSize=50311
LAYER=117 / layers=129  idx=9217 / solSize=50311
LAYER=87 / layers=129  idx=27742 / solSize=50311
LAYER=114 / layers=129  idx=11147 / solSize=50311
LAYER=124 / layers=129  idx=3939 / solSize=50311
LAYER=39 / layers=129  idx=45728 / solSize=50311
LAYER=49 / layers=129  idx=43102 / solSize=50311
LAYER=124 / layers=129  idx=3991 / solSize=50311
LAYER=129 / layers=129  idx=581 / solSize=50311
LAYER=71 / layers=129  idx=35289 / solSize=50311
LAYER=71 / layers=129  idx=35027 / solSize=50311
LAYER=107 / layers=129  idx=15678 / solSize=50311
LAYER=70 / layers=129  idx=35439 / solSize=50311
LAYER=84 / layers=129  idx=29372 / solSize=50311
LAYER=104 / layers=129  idx=17860 / solSize=50311
LAYER=128 / layers=129  idx=1219 / solSize=50311
LAYER=43 / layers=129  idx=44783 / solSize=50311
LAYER=115 / layers=129  idx=10930 / solSize=50311
LAYER=99 / layers=129  idx=20929 / solSize=50311
LAYER=93 / layers=129  idx=24188 / solSize=50311
LAYER=99 / layers=129  idx=21110 / solSize=50311
LAYER=51 / layers=129  idx=42606 / solSize=50311
LAYER=86 / layers=129  idx=28287 / solSize=50311
LAYER=52 / layers=129  idx=42168 / solSize=50311
LAYER=126 / layers=129  idx=2508 / solSize=50311
LAYER=126 / layers=129  idx=2433 / solSize=50311
LAYER=61 / layers=129  idx=39069 / solSize=50311
LAYER=110 / layers=129  idx=14002 / solSize=50311
LAYER=30 / layers=129  idx=47545 / solSize=50311
LAYER=125 / layers=129  idx=3493 / solSize=50311
LAYER=82 / layers=129  idx=30270 / solSize=50311
LAYER=117 / layers=129  idx=9390 / solSize=50311
