[MESH] Max bdr attr: 1
  attr 1 : 380 bdr elements
[BC] ess_tdof_list size = 402
LAYER=10 / layers=129  idx=50003 / solSize=50311
LAYER=71 / layers=129  idx=35002 / solSize=50311
LAYER=105 / layers=129  idx=17245 / solSize=50311
LAYER=96 / layers=129  idx=22817 / solSize=50311
LAYER=105 / layers=129  idx=17246 / solSize=50311
LAYER=116 / layers=129  idx=9736 / solSize=50311
LAYER=80 / layers=129  idx=31060 / solSize=50311
LAYER=118 / layers=129  idx=8758 / solSize=50311
LAYER=48 / layers=129  idx=43525 / solSize=50311
LAYER=101 / layers=129  idx=19577 / solSize=50311
LAYER=111 / layers=129  idx=13074 / solSize=50311
LAYER=95 / layers=129  idx=23151 / solSize=50311
LAYER=121 / layers=129  idx=6516 / solSize=50311
LAYER=24 / layers=129  idx=48623 / solSize=50311
LAYER=88 / layers=129  idx=27292 / solSize=50311
LAYER=128 / layers=129  idx=1416 / solSize=50311
LAYER=99 / layers=129  idx=21052 / solSize=50311
LAYER=6 / layers=129  idx=50195 / solSize=50311
LAYER=123 / layers=129  idx=4844 / solSize=50311
LAYER=51 / layers=129  idx=42626 / solSize=50311
LAYER=89 / layers=129  idx=26365 / solSize=50311
LAYER=125 / layers=129  idx=3168 / solSize=50311
LAYER=97 / layers=129  idx=22061 / solSize=50311
LAYER=124 / layers=129  idx=4520 / solSize=50311
LAYER=119 / layers=129  idx=7981 / solSize=50311
LAYER=117 / layers=129  idx=9265 / solSize=50311
LAYER=63 / layers=129  idx=38320 / solSize=50311
LAYER=73 / layers=129  idx=34186 / solSize=50311
LAYER=88 / layers=129  idx=26945 / solSize=50311
LAYER=68 / layers=129  idx=36402 / solSize=50311
LAYER=103 / layers=129  idx=18602 / solSize=50311
LAYER=102 / layers=129  idx=19300 / solSize=50311
LAYER=79 / layers=129  idx=31558 / solSize=50311
LAYER=58 / layers=129  idx=40379 / solSize=50311
LAYER=94 / layers=129  idx=23593 / solSize=50311
LAYER=37 / layers=129  idx=46235 / solSize=50311
LAYER=41 / layers=129  idx=45234 / solSize=50311
LAYER=61 / layers=129  idx=39102 / solSize=50311
LAYER=74 / layers=129  idx=33998 / solSize=50311
LAYER=107 / layers=129  idx=16165 / solSize=50311
LAYER=118 / layers=129  idx=8631 / solSize=50311
LAYER=116 / layers=129  idx=9898 / solSize=50311
LAYER=91 / layers=129  idx=25362 / solSize=50311
LAYER=74 / layers=129  idx=33772 / solSize=50311
LAYER=119 / layers=129  idx=7534 / solSize=50311
LAYER=49 / layers=129  idx=43118 / solSize=50311
LAYER=39 / layers=129  idx=45727 / solSize=50311
LAYER=64 / layers=129  idx=38180 / solSize=50311
LAYER=70 / layers=129  idx=35487 / solSize=50311
LAYER=128 / layers=129  idx=1528 / solSize=50311
LAYER=57 / layers=129  idx=40595 / solSize=50311
LAYER=122 / layers=129  idx=5697 / solSize=50311
LAYER=75 / layers=129  idx=33450 / solSize=50311
LAYER=117 / layers=129  idx=9030 / solSize=50311
LAYER=61 / layers=129  idx=39203 / solSize=50311
LAYER=91 / layers=129  idx=25714 / solSize=50311
LAYER=29 / layers=129  idx=47852 / solSize=50311
LAYER=122 / layers=129  idx=5483 / solSize=50311
LAYER=115 / layers=129  idx=10859 / solSize=50311
LAYER=79 / layers=129  idx=31669 / solSize=50311
LAYER=47 / layers=129  idx=43737 / solSize=50311
LAYER=117 / layers=129  idx=9226 / solSize=50311
LAYER=53 / layers=129  idx=41728 / solSize=50311
LAYER=105 / layers=129  idx=17505 / solSize=50311
LAYER=50 / layers=129  idx=42856 / solSize=50311
LAYER=96 / layers=129  idx=22409 / solSize=50311
LAYER=117 / layers=129  idx=9514 / solSize=50311
LAYER=51 / layers=129  idx=42434 / solSize=50311
LAYER=51 / layers=129  idx=42419 / solSize=50311
LAYER=75 / layers=129  idx=33302 / solSize=50311
LAYER=129 / layers=129  idx=594 / solSize=50311
LAYER=117 / layers=129  idx=9314 / solSize=50311
LAYER=55 / layers=129  idx=41155 / solSize=50311
LAYER=45 / layers=129  idx=44215 / solSize=50311
LAYER=102 / layers=129  idx=19258 / solSize=50311
LAYER=85 / layers=129  idx=28565 / solSize=50311
LAYER=104 / layers=129  idx=17942 / solSize=50311
LAYER=93 / layers=129  idx=24366 / solSize=50311
LAYER=24 / layers=129  idx=48532 / solSize=50311
LAYER=64 / layers=129  idx=38178 / solSize=50311
LAYER=119 / layers=129  idx=8175 / solSize=50311
LAYER=126 / layers=129  idx=2511 / solSize=50311
LAYER=24 / layers=129  idx=48511 / solSize=50311
LAYER=87 / layers=129  idx=27532 / solSize=50311
LAYER=41 / layers=129  idx=45233 / solSize=50311
LAYER=87 / layers=129  idx=27439 / solSize=50311
LAYER=67 / layers=129  idx=36962 / solSize=50311
LAYER=70 / layers=129  idx=35713 / solSize=50311
LAYER=84 / layers=129  idx=29106 / solSize=50311
LAYER=105 / layers=129  idx=17276 / solSize=50311
LAYER=126 / layers=129  idx=2352 / solSize=50311
LAYER=83 / layers=129  idx=29461 / solSize=50311
LAYER=70 / layers=129  idx=35772 / solSize=50311
LAYER=91 / layers=129  idx=25409 / solSize=50311
LAYER=77 / layers=129  idx=32445 / solSize=50311
LAYER=16 / layers=129  idx=49506 / solSize=50311
LAYER=77 / layers=129  idx=32631 / solSize=50311
LAYER=126 / layers=129  idx=2540 / solSize=50311
LAYER=113 / layers=129  idx=11949 / solSize=50311
LAYER=110 / layers=129  idx=14157 / solSize=50311
LAYER=128 / layers=129  idx=1488 / solSize=50311
LAYER=56 / layers=129  idx=41024 / solSize=50311
LAYER=87 / layers=129  idx=27565 / solSize=50311
LAYER=118 / layers=129  idx=8709 / solSize=50311
LAYER=128 / layers=129  idx=844 / solSize=50311
LAYER=120 / layers=129  idx=7069 / solSize=50311
LAYER=77 / layers=129  idx=32657 / solSize=50311
LAYER=112 / layers=129  idx=12724 / solSize=50311
LAYER=77 / layers=129  idx=32548 / solSize=50311
LAYER=77 / layers=129  idx=32656 / solSize=50311
LAYER=57 / layers=129  idx=40674 / solSize=50311
LAYER=107 / layers=129  idx=15909 / solSize=50311
LAYER=76 / layers=129  idx=32907 / solSize=50311
LAYER=97 / layers=129  idx=22292 / solSize=50311
LAYER=42 / layers=129  idx=44948 / solSize=50311
LAYER=97 / layers=129  idx=21917 / solSize=50311
LAYER=85 / layers=129  idx=28517 / solSize=50311
LAYER=106 / layers=129  idx=16660 / solSize=50311
LAYER=13 / layers=129  idx=49791 / solSize=50311
LAYER=77 / layers=129  idx=32665 / solSize=50311
LAYER=90 / layers=129  idx=25976 / solSize=50311
LAYER=69 / layers=129  idx=36033 / solSize=50311
LAYER=122 / layers=129  idx=5831 / solSize=50311
LAYER=124 / layers=129  idx=3891 / solSize=50311
LAYER=60 / layers=129  idx=39354 / solSize=50311
LAYER=101 / layers=129  idx=19470 / solSize=50311
LAYER=39 / layers=129  idx=45779 / solSize=50311
LAYER=90 / layers=129  idx=26225 / solSize=50311
LAYER=90 / layers=129  idx=26068 / solSize=50311
LAYER=121 / layers=129  idx=6027 / solSize=50311
LAYER=97 / layers=129  idx=22298 / solSize=50311
LAYER=93 / layers=129  idx=24563 / solSize=50311
LAYER=74 / layers=129  idx=33844 / solSize=50311
LAYER=124 / layers=129  idx=3952 / solSize=50311
LAYER=94 / layers=129  idx=23884 / solSize=50311
LAYER=125 / layers=129  idx=3146 / solSize=50311
LAYER=51 / layers=129  idx=42407 / solSize=50311
LAYER=101 / layers=129  idx=19905 / solSize=50311
LAYER=97 / layers=129  idx=22134 / solSize=50311
LAYER=42 / layers=129  idx=44998 / solSize=50311
LAYER=106 / layers=129  idx=16897 / solSize=50311
LAYER=113 / layers=129  idx=11727 / solSize=50311
LAYER=111 / layers=129  idx=13670 / solSize=50311
LAYER=99 / layers=129  idx=20951 / solSize=50311
LAYER=91 / layers=129  idx=25194 / solSize=50311
LAYER=120 / layers=129  idx=7211 / solSize=50311
LAYER=26 / layers=129  idx=48211 / solSize=50311
LAYER=116 / layers=129  idx=9796 / solSize=50311
LAYER=118 / layers=129  idx=8503 / solSize=50311
LAYER=60 / layers=129  idx=39346 / solSize=50311
LAYER=23 / layers=129  idx=48729 / solSize=50311
LAYER=27 / layers=129  idx=48192 / solSize=50311
LAYER=67 / layers=129  idx=36835 / solSize=50311
LAYER=39 / layers=129  idx=45821 / solSize=50311
LAYER=96 / layers=129  idx=22397 / solSize=50311
LAYER=112 / layers=129  idx=12835 / solSize=50311
LAYER=31 / layers=129  idx=47461 / solSize=50311
LAYER=123 / layers=129  idx=5095 / solSize=50311
LAYER=110 / layers=129  idx=14035 / solSize=50311
LAYER=95 / layers=129  idx=22990 / solSize=50311
LAYER=20 / layers=129  idx=49116 / solSize=50311
LAYER=109 / layers=129  idx=14954 / solSize=50311
LAYER=100 / layers=129  idx=20598 / solSize=50311
LAYER=71 / layers=129  idx=35129 / solSize=50311
LAYER=89 / layers=129  idx=26728 / solSize=50311
LAYER=38 / layers=129  idx=46035 / solSize=50311
LAYER=92 / layers=129  idx=24905 / solSize=50311
LAYER=113 / layers=129  idx=11781 / solSize=50311
LAYER=125 / layers=129  idx=3503 / solSize=50311
LAYER=112 / layers=129  idx=12983 / solSize=50311
LAYER=5 / layers=129  idx=50227 / solSize=50311
LAYER=52 / layers=129  idx=42097 / solSize=50311
LAYER=87 / layers=129  idx=27791 / solSize=50311
LAYER=111 / layers=129  idx=13551 / solSize=50311
LAYER=94 / layers=129  idx=23855 / solSize=50311
LAYER=36 / layers=129  idx=46333 / solSize=50311
LAYER=113 / layers=129  idx=11828 / solSize=50311
LAYER=111 / layers=129  idx=13661 / solSize=50311
LAYER=127 / layers=129  idx=1744 / solSize=50311
LAYER=55 / layers=129  idx=41250 / solSize=50311
LAYER=59 / layers=129  idx=39813 / solSize=50311
LAYER=94 / layers=129  idx=23885 / solSize=50311
LAYER=32 / layers=129  idx=47292 / solSize=50311
LAYER=116 / layers=129  idx=10023 / solSize=50311
LAYER=99 / layers=129  idx=20641 / solSize=50311
LAYER=92 / layers=129  idx=24767 / solSize=50311
LAYER=79 / layers=129  idx=31597 / solSize=50311
LAYER=92 / layers=129  idx=25186 / solSize=50311
LAYER=98 / layers=129  idx=21353 / solSize=50311
LAYER=70 / layers=129  idx=35600 / solSize=50311
LAYER=126 / layers=129  idx=2396 / solSize=50311
LAYER=129 / layers=129  idx=0 / solSize=50311
LAYER=129 / layers=129  idx=97 / solSize=50311
LAYER=129 / layers=129  idx=194 / solSize=50311
LAYER=129 / layers=129  idx=290 / solSize=50311
LAYER=129 / layers=129  idx=387 / solSize=50311
LAYER=129 / layers=129  idx=484 / solSize=50311
LAYER=129 / layers=129  idx=580 / solSize=50311
LAYER=129 / layers=129  idx=677 / solSize=50311
Update boundaries
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(0) V=0 #verts=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(1) V=-0.496174 #verts=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(2) V=-0.863054 #verts=51
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(3) V=0.854068 #verts=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(4) V=-0.957761 #verts=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(5) V=-0.816226 #verts=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(6) V=0.211478 #verts=51
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(7) V=-0.211553 #verts=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
[RUN] begin: sol size=50311
[RUN] solutionVector finite at entry? yes
[RUN] formed: X.size=50311 B.size=50311 A? yes
[RUN] B finite? yes
[RUN] X finite pre-PCG? yes
[RUN] formed: X.size=50311 B.size=50311 A? yes
[RUN] B finite? yes
[RUN] X finite pre-PCG? yes
[MESH] Max bdr attr: 1
  attr 1 : 380 bdr elements
[BC] ess_tdof_list size = 402
LAYER=118 / layers=129  idx=8612 / solSize=50311
LAYER=74 / layers=129  idx=33987 / solSize=50311
LAYER=74 / layers=129  idx=33715 / solSize=50311
LAYER=94 / layers=129  idx=23889 / solSize=50311
LAYER=19 / layers=129  idx=49182 / solSize=50311
LAYER=81 / layers=129  idx=30695 / solSize=50311
LAYER=28 / layers=129  idx=47962 / solSize=50311
LAYER=51 / layers=129  idx=42605 / solSize=50311
LAYER=112 / layers=129  idx=12686 / solSize=50311
LAYER=47 / layers=129  idx=43698 / solSize=50311
LAYER=126 / layers=129  idx=2869 / solSize=50311
LAYER=102 / layers=129  idx=19123 / solSize=50311
LAYER=115 / layers=129  idx=10431 / solSize=50311
LAYER=106 / layers=129  idx=16504 / solSize=50311
LAYER=49 / layers=129  idx=43250 / solSize=50311
LAYER=55 / layers=129  idx=41329 / solSize=50311
LAYER=103 / layers=129  idx=18226 / solSize=50311
LAYER=58 / layers=129  idx=40197 / solSize=50311
LAYER=104 / layers=129  idx=18027 / solSize=50311
LAYER=53 / layers=129  idx=41793 / solSize=50311
LAYER=112 / layers=129  idx=12597 / solSize=50311
LAYER=114 / layers=129  idx=11314 / solSize=50311
LAYER=115 / layers=129  idx=10741 / solSize=50311
LAYER=90 / layers=129  idx=26125 / solSize=50311
LAYER=88 / layers=129  idx=27261 / solSize=50311
LAYER=102 / layers=129  idx=19133 / solSize=50311
LAYER=84 / layers=129  idx=29286 / solSize=50311
LAYER=62 / layers=129  idx=38825 / solSize=50311
LAYER=119 / layers=129  idx=7503 / solSize=50311
LAYER=42 / layers=129  idx=45030 / solSize=50311
LAYER=69 / layers=129  idx=35952 / solSize=50311
LAYER=81 / layers=129  idx=30793 / solSize=50311
LAYER=125 / layers=129  idx=3199 / solSize=50311
LAYER=78 / layers=129  idx=31828 / solSize=50311
LAYER=105 / layers=129  idx=17128 / solSize=50311
LAYER=93 / layers=129  idx=24233 / solSize=50311
LAYER=57 / layers=129  idx=40574 / solSize=50311
LAYER=70 / layers=129  idx=35412 / solSize=50311
LAYER=90 / layers=129  idx=25749 / solSize=50311
LAYER=48 / layers=129  idx=43422 / solSize=50311
LAYER=30 / layers=129  idx=47618 / solSize=50311
LAYER=33 / layers=129  idx=46973 / solSize=50311
LAYER=95 / layers=129  idx=23412 / solSize=50311
LAYER=111 / layers=129  idx=13426 / solSize=50311
LAYER=126 / layers=129  idx=2436 / solSize=50311
LAYER=74 / layers=129  idx=34008 / solSize=50311
LAYER=78 / layers=129  idx=31940 / solSize=50311
LAYER=113 / layers=129  idx=12014 / solSize=50311
LAYER=113 / layers=129  idx=12108 / solSize=50311
LAYER=128 / layers=129  idx=1417 / solSize=50311
LAYER=114 / layers=129  idx=11492 / solSize=50311
LAYER=120 / layers=129  idx=7010 / solSize=50311
LAYER=57 / layers=129  idx=40429 / solSize=50311
LAYER=112 / layers=129  idx=13011 / solSize=50311
LAYER=72 / layers=129  idx=34954 / solSize=50311
LAYER=87 / layers=129  idx=27836 / solSize=50311
LAYER=86 / layers=129  idx=28225 / solSize=50311
LAYER=28 / layers=129  idx=47950 / solSize=50311
LAYER=34 / layers=129  idx=46869 / solSize=50311
LAYER=51 / layers=129  idx=42423 / solSize=50311
LAYER=88 / layers=129  idx=27223 / solSize=50311
LAYER=121 / layers=129  idx=6350 / solSize=50311
LAYER=103 / layers=129  idx=18492 / solSize=50311
LAYER=85 / layers=129  idx=28568 / solSize=50311
LAYER=126 / layers=129  idx=3060 / solSize=50311
LAYER=123 / layers=129  idx=5139 / solSize=50311
LAYER=102 / layers=129  idx=19308 / solSize=50311
LAYER=69 / layers=129  idx=36098 / solSize=50311
LAYER=95 / layers=129  idx=23441 / solSize=50311
LAYER=109 / layers=129  idx=14770 / solSize=50311
LAYER=104 / layers=129  idx=17795 / solSize=50311
LAYER=115 / layers=129  idx=10394 / solSize=50311
LAYER=59 / layers=129  idx=39957 / solSize=50311
LAYER=33 / layers=129  idx=46996 / solSize=50311
LAYER=23 / layers=129  idx=48672 / solSize=50311
LAYER=15 / layers=129  idx=49626 / solSize=50311
LAYER=114 / layers=129  idx=11185 / solSize=50311
LAYER=122 / layers=129  idx=5585 / solSize=50311
LAYER=64 / layers=129  idx=38195 / solSize=50311
LAYER=54 / layers=129  idx=41622 / solSize=50311
LAYER=123 / layers=129  idx=4702 / solSize=50311
LAYER=73 / layers=129  idx=34161 / solSize=50311
LAYER=127 / layers=129  idx=2199 / solSize=50311
LAYER=21 / layers=129  idx=49015 / solSize=50311
LAYER=94 / layers=129  idx=24078 / solSize=50311
LAYER=38 / layers=129  idx=45997 / solSize=50311
LAYER=107 / layers=129  idx=16154 / solSize=50311
LAYER=38 / layers=129  idx=46007 / solSize=50311
LAYER=126 / layers=129  idx=3044 / solSize=50311
LAYER=123 / layers=129  idx=4946 / solSize=50311
LAYER=88 / layers=129  idx=27013 / solSize=50311
LAYER=83 / layers=129  idx=29836 / solSize=50311
LAYER=87 / layers=129  idx=27469 / solSize=50311
LAYER=101 / layers=129  idx=19870 / solSize=50311
LAYER=58 / layers=129  idx=40310 / solSize=50311
LAYER=23 / layers=129  idx=48745 / solSize=50311
LAYER=113 / layers=129  idx=11667 / solSize=50311
LAYER=101 / layers=129  idx=19771 / solSize=50311
LAYER=31 / layers=129  idx=47346 / solSize=50311
LAYER=74 / layers=129  idx=34080 / solSize=50311
LAYER=97 / layers=129  idx=22343 / solSize=50311
LAYER=124 / layers=129  idx=4001 / solSize=50311
LAYER=70 / layers=129  idx=35578 / solSize=50311
LAYER=126 / layers=129  idx=3036 / solSize=50311
LAYER=82 / layers=129  idx=30274 / solSize=50311
LAYER=79 / layers=129  idx=31730 / solSize=50311
LAYER=110 / layers=129  idx=13885 / solSize=50311
LAYER=102 / layers=129  idx=19361 / solSize=50311
LAYER=61 / layers=129  idx=39022 / solSize=50311
LAYER=99 / layers=129  idx=20868 / solSize=50311
LAYER=107 / layers=129  idx=15665 / solSize=50311
LAYER=122 / layers=129  idx=5516 / solSize=50311
LAYER=84 / layers=129  idx=28978 / solSize=50311
LAYER=99 / layers=129  idx=20665 / solSize=50311
LAYER=128 / layers=129  idx=1534 / solSize=50311
LAYER=84 / layers=129  idx=28983 / solSize=50311
LAYER=52 / layers=129  idx=42198 / solSize=50311
LAYER=1 / layers=129  idx=50310 / solSize=50311
LAYER=23 / layers=129  idx=48754 / solSize=50311
LAYER=122 / layers=129  idx=5686 / solSize=50311
LAYER=43 / layers=129  idx=44856 / solSize=50311
LAYER=100 / layers=129  idx=20153 / solSize=50311
LAYER=28 / layers=129  idx=47998 / solSize=50311
LAYER=31 / layers=129  idx=47430 / solSize=50311
LAYER=48 / layers=129  idx=43315 / solSize=50311
LAYER=119 / layers=129  idx=7525 / solSize=50311
LAYER=54 / layers=129  idx=41413 / solSize=50311
LAYER=69 / layers=129  idx=35961 / solSize=50311
LAYER=74 / layers=129  idx=33951 / solSize=50311
LAYER=112 / layers=129  idx=12801 / solSize=50311
LAYER=70 / layers=129  idx=35597 / solSize=50311
LAYER=74 / layers=129  idx=34024 / solSize=50311
LAYER=100 / layers=129  idx=20232 / solSize=50311
LAYER=29 / layers=129  idx=47734 / solSize=50311
LAYER=30 / layers=129  idx=47697 / solSize=50311
LAYER=90 / layers=129  idx=25842 / solSize=50311
LAYER=73 / layers=129  idx=34470 / solSize=50311
LAYER=61 / layers=129  idx=39065 / solSize=50311
LAYER=113 / layers=129  idx=11685 / solSize=50311
LAYER=52 / layers=129  idx=42241 / solSize=50311
LAYER=97 / layers=129  idx=22050 / solSize=50311
LAYER=102 / layers=129  idx=19383 / solSize=50311
LAYER=59 / layers=129  idx=39766 / solSize=50311
LAYER=129 / layers=129  idx=684 / solSize=50311
LAYER=118 / layers=129  idx=8735 / solSize=50311
LAYER=37 / layers=129  idx=46190 / solSize=50311
LAYER=51 / layers=129  idx=42393 / solSize=50311
LAYER=106 / layers=129  idx=16842 / solSize=50311
LAYER=93 / layers=129  idx=24173 / solSize=50311
LAYER=127 / layers=129  idx=2083 / solSize=50311
LAYER=95 / layers=129  idx=23027 / solSize=50311
LAYER=49 / layers=129  idx=43253 / solSize=50311
LAYER=121 / layers=129  idx=6658 / solSize=50311
LAYER=113 / layers=129  idx=11715 / solSize=50311
LAYER=85 / layers=129  idx=28684 / solSize=50311
LAYER=128 / layers=129  idx=842 / solSize=50311
LAYER=23 / layers=129  idx=48763 / solSize=50311
LAYER=63 / layers=129  idx=38334 / solSize=50311
LAYER=93 / layers=129  idx=24459 / solSize=50311
LAYER=78 / layers=129  idx=32082 / solSize=50311
LAYER=103 / layers=129  idx=18205 / solSize=50311
LAYER=56 / layers=129  idx=41050 / solSize=50311
LAYER=122 / layers=129  idx=5861 / solSize=50311
LAYER=121 / layers=129  idx=6265 / solSize=50311
LAYER=104 / layers=129  idx=17810 / solSize=50311
LAYER=95 / layers=129  idx=22991 / solSize=50311
LAYER=97 / layers=129  idx=21870 / solSize=50311
LAYER=90 / layers=129  idx=26161 / solSize=50311
LAYER=43 / layers=129  idx=44873 / solSize=50311
LAYER=68 / layers=129  idx=36352 / solSize=50311
LAYER=77 / layers=129  idx=32562 / solSize=50311
LAYER=109 / layers=129  idx=14478 / solSize=50311
LAYER=101 / layers=129  idx=19989 / solSize=50311
LAYER=111 / layers=129  idx=13611 / solSize=50311
